ts,health,streak,notify,lof,env,n_peaks,us_inference
2026-08-27T22:38:10.258+02:00,nominal,0,0,-1.0835,-19.53,1,1267
2026-08-27T22:38:40.260+02:00,nominal,0,0,-1.0757,-9.75,1,1238
2026-08-27T22:39:10.261+02:00,nominal,0,0,-1.1794,-12.51,1,1256
2026-08-27T22:39:40.259+02:00,nominal,0,0,-1.1635,-12.4,1,1241
2026-08-27T22:40:10.259+02:00,nominal,0,0,-1.0632,-9.05,1,1216
2026-08-27T22:40:40.260+02:00,nominal,0,0,-1.243,-7.4,1,1257
2026-08-27T22:41:10.259+02:00,nominal,0,0,-1.0622,-12.42,1,1268
2026-08-27T22:41:40.259+02:00,nominal,0,0,-1.0979,-7.88,1,1270
2026-08-27T22:42:10.260+02:00,nominal,0,0,-1.1251,-10.3,1,1253
2026-08-27T22:42:40.260+02:00,nominal,0,0,-1.1138,-50.01,1,1269
2026-08-27T22:43:10.261+02:00,nominal,0,0,-1.1728,-9.23,1,1253
2026-08-27T22:43:40.263+02:00,nominal,0,0,-1.3034,-8.33,1,1230
2026-08-27T22:44:10.262+02:00,nominal,0,0,-1.117,-5.52,1,1233
2026-08-27T22:44:40.261+02:00,nominal,0,0,-1.2244,-7.95,1,1274
2026-08-27T22:45:10.263+02:00,nominal,0,0,-1.1243,-36.33,1,1229
2026-08-27T22:45:40.264+02:00,nominal,0,0,-1.1582,-39.07,1,1217
2026-08-27T22:46:10.265+02:00,nominal,0,0,-1.0672,-5.6,1,1223
2026-08-27T22:46:40.263+02:00,nominal,0,0,-1.038,-5.28,1,1356
2026-08-27T22:47:10.268+02:00,nominal,0,0,-1.0729,-6.24,1,1155
2026-08-27T22:47:40.266+02:00,nominal,0,0,-1.1098,-4.67,1,1252
2026-08-27T22:48:10.270+02:00,nominal,0,0,-1.0582,-6.11,1,1264
2026-08-27T22:48:40.274+02:00,anomaly,1,0,-1.4646,-10.49,1,1229
2026-08-27T22:49:10.269+02:00,nominal,0,0,-1.2356,-9.96,1,1326
2026-08-27T22:49:40.271+02:00,nominal,0,0,-1.1079,-8.5,1,1318
2026-08-27T22:50:10.268+02:00,nominal,0,0,-1.3257,-8.55,1,1320
2026-08-27T22:50:40.268+02:00,nominal,0,0,-1.2504,-22.71,1,1235
2026-08-27T22:51:10.272+02:00,nominal,0,0,-1.2554,-18.65,1,1242
2026-08-27T22:52:10.270+02:00,nominal,0,0,-1.2706,-35.54,1,1337
2026-08-27T22:52:40.272+02:00,nominal,0,0,-1.3839,-24.82,1,1222
2026-08-27T22:53:10.268+02:00,nominal,0,0,-1.1534,-10.91,1,1275
2026-08-27T22:53:40.271+02:00,anomaly,1,0,-1.6454,-268.06,1,1236
2026-08-27T22:54:10.271+02:00,anomaly,2,0,-1.715,-276.83,1,1232
2026-08-27T22:54:40.269+02:00,anomaly,3,1,-1.4489,-13.36,1,1250
2026-08-27T22:55:10.269+02:00,nominal,0,0,-1.0248,-11.15,1,1304
2026-08-27T22:55:40.272+02:00,anomaly,1,0,-1.4796,-25.27,1,1224
2026-08-27T22:56:10.271+02:00,nominal,0,0,-1.075,-12.15,1,1256
2026-08-27T22:56:40.271+02:00,anomaly,1,0,-1.516,-23.57,1,1243
2026-08-27T22:57:10.273+02:00,nominal,0,0,-1.1074,-10.74,1,1232
2026-08-27T22:57:40.272+02:00,nominal,0,0,-1.3183,-17.59,1,1238
2026-08-27T22:58:10.275+02:00,anomaly,1,0,-1.5246,-49.99,1,1218
2026-08-27T22:58:40.272+02:00,anomaly,2,0,-1.6028,-38.97,1,1244
2026-08-27T22:59:10.275+02:00,nominal,0,0,-1.3602,-17.08,1,1239
2026-08-27T22:59:40.274+02:00,anomaly,1,0,-1.5676,-53.52,1,1324
2026-08-27T23:00:10.276+02:00,anomaly,2,0,-1.7481,-25.29,1,1296
2026-08-27T23:00:40.275+02:00,anomaly,3,1,-1.7274,-32.34,1,1326
2026-08-27T23:01:10.276+02:00,nominal,0,0,-1.202,-16.18,1,1353
2026-08-27T23:01:40.275+02:00,nominal,0,0,-1.2666,-22.55,1,1244
2026-08-27T23:02:10.277+02:00,not_evaluable,0,0,0.0,0.0,0,14
2026-08-27T23:02:40.280+02:00,not_evaluable,0,0,0.0,0.0,0,14
2026-08-27T23:03:10.278+02:00,not_evaluable,0,0,0.0,0.0,0,14
2026-08-27T23:03:40.282+02:00,not_evaluable,0,0,0.0,0.0,0,14
2026-08-27T23:04:10.286+02:00,not_evaluable,0,0,0.0,0.0,0,13
2026-08-27T23:04:40.281+02:00,not_evaluable,0,0,0.0,0.0,0,14
2026-08-27T23:05:10.277+02:00,not_evaluable,0,0,0.0,0.0,0,13
2026-08-27T23:05:40.281+02:00,not_evaluable,0,0,0.0,0.0,0,10
2026-08-27T23:06:10.280+02:00,not_evaluable,0,0,0.0,0.0,0,13
2026-08-27T23:06:40.282+02:00,not_evaluable,0,0,0.0,0.0,0,14
2026-08-27T23:07:10.281+02:00,not_evaluable,0,0,0.0,0.0,0,11
2026-08-27T23:07:40.281+02:00,not_evaluable,0,0,0.0,0.0,0,14
2026-08-27T23:08:10.281+02:00,not_evaluable,0,0,0.0,0.0,0,14
2026-08-27T23:08:40.281+02:00,not_evaluable,0,0,0.0,0.0,0,10
2026-08-27T23:09:10.283+02:00,not_evaluable,0,0,0.0,0.0,0,13
2026-08-27T23:09:40.282+02:00,not_evaluable,0,0,0.0,0.0,0,13
2026-08-27T23:10:10.309+02:00,not_evaluable,0,0,0.0,0.0,0,13
2026-08-27T23:10:40.283+02:00,not_evaluable,0,0,0.0,0.0,0,14
2026-08-27T23:11:10.282+02:00,not_evaluable,0,0,0.0,0.0,0,13
2026-08-27T23:11:40.285+02:00,not_evaluable,0,0,0.0,0.0,0,12
2026-08-27T23:12:10.284+02:00,not_evaluable,0,0,0.0,0.0,0,11
2026-08-27T23:12:40.285+02:00,not_evaluable,0,0,0.0,0.0,0,12
2026-08-27T23:13:10.286+02:00,not_evaluable,0,0,0.0,0.0,0,13
2026-08-27T23:13:40.284+02:00,not_evaluable,0,0,0.0,0.0,0,14
2026-08-27T23:14:10.286+02:00,not_evaluable,0,0,0.0,0.0,0,14
2026-08-27T23:14:40.287+02:00,not_evaluable,0,0,0.0,0.0,0,14
2026-08-27T23:15:10.286+02:00,not_evaluable,0,0,0.0,0.0,0,14
2026-08-27T23:15:40.287+02:00,not_evaluable,0,0,0.0,0.0,0,14
2026-08-27T23:16:10.287+02:00,not_evaluable,0,0,0.0,0.0,0,8
2026-08-27T23:16:40.286+02:00,not_evaluable,0,0,0.0,0.0,0,9
2026-08-27T23:17:40.290+02:00,not_evaluable,0,0,0.0,0.0,0,14
2026-08-27T23:18:10.290+02:00,not_evaluable,0,0,0.0,0.0,0,13
2026-08-27T23:18:40.292+02:00,not_evaluable,0,0,0.0,0.0,0,14
2026-08-27T23:19:10.288+02:00,not_evaluable,0,0,0.0,0.0,0,14
2026-08-27T23:19:40.292+02:00,not_evaluable,0,0,0.0,0.0,0,14
2026-08-27T23:20:10.289+02:00,not_evaluable,0,0,0.0,0.0,0,9
2026-08-27T23:20:40.292+02:00,not_evaluable,0,0,0.0,0.0,0,7
2026-08-27T23:21:10.334+02:00,not_evaluable,0,0,0.0,0.0,0,13
2026-08-27T23:21:40.315+02:00,not_evaluable,0,0,0.0,0.0,0,14
2026-08-27T23:22:10.334+02:00,not_evaluable,0,0,0.0,0.0,0,12
2026-08-27T23:22:40.298+02:00,not_evaluable,0,0,0.0,0.0,0,14
2026-08-27T23:23:10.293+02:00,not_evaluable,0,0,0.0,0.0,0,9
2026-08-27T23:23:40.293+02:00,not_evaluable,0,0,0.0,0.0,0,14
2026-08-27T23:24:10.293+02:00,not_evaluable,0,0,0.0,0.0,0,14
2026-08-27T23:24:40.296+02:00,not_evaluable,0,0,0.0,0.0,0,7
2026-08-27T23:25:10.295+02:00,not_evaluable,0,0,0.0,0.0,0,11
2026-08-27T23:25:40.296+02:00,not_evaluable,0,0,0.0,0.0,0,14
2026-08-27T23:26:10.296+02:00,not_evaluable,0,0,0.0,0.0,0,11
2026-08-27T23:26:40.294+02:00,not_evaluable,0,0,0.0,0.0,0,11
2026-08-27T23:27:10.295+02:00,not_evaluable,0,0,0.0,0.0,0,14
2026-08-27T23:27:40.296+02:00,not_evaluable,0,0,0.0,0.0,0,14
2026-08-27T23:28:10.297+02:00,not_evaluable,0,0,0.0,0.0,0,10
2026-08-27T23:28:40.298+02:00,not_evaluable,0,0,0.0,0.0,0,12
2026-08-27T23:29:10.296+02:00,not_evaluable,0,0,0.0,0.0,0,8
2026-08-27T23:29:40.298+02:00,not_evaluable,0,0,0.0,0.0,0,13
2026-08-27T23:30:10.298+02:00,not_evaluable,0,0,0.0,0.0,0,14
2026-08-27T23:30:40.299+02:00,not_evaluable,0,0,0.0,0.0,0,14
2026-08-27T23:31:10.299+02:00,not_evaluable,0,0,0.0,0.0,0,13
2026-08-27T23:31:40.301+02:00,not_evaluable,0,0,0.0,0.0,0,14
2026-08-27T23:32:10.299+02:00,not_evaluable,0,0,0.0,0.0,0,14
2026-08-27T23:32:40.303+02:00,not_evaluable,0,0,0.0,0.0,0,14
2026-08-27T23:33:10.305+02:00,not_evaluable,0,0,0.0,0.0,0,14
2026-08-27T23:33:40.304+02:00,not_evaluable,0,0,0.0,0.0,0,12
2026-08-27T23:34:10.309+02:00,not_evaluable,0,0,0.0,0.0,0,13
2026-08-27T23:34:40.311+02:00,not_evaluable,0,0,0.0,0.0,0,14
2026-08-27T23:35:10.301+02:00,not_evaluable,0,0,0.0,0.0,0,14
2026-08-27T23:35:40.302+02:00,not_evaluable,0,0,0.0,0.0,0,13
2026-08-27T23:36:10.303+02:00,not_evaluable,0,0,0.0,0.0,0,13
2026-08-27T23:36:40.308+02:00,not_evaluable,0,0,0.0,0.0,0,13
2026-08-27T23:37:10.306+02:00,not_evaluable,0,0,0.0,0.0,0,13
2026-08-27T23:37:40.305+02:00,not_evaluable,0,0,0.0,0.0,0,9
2026-08-27T23:38:10.305+02:00,not_evaluable,0,0,0.0,0.0,0,14
2026-08-27T23:38:40.305+02:00,not_evaluable,0,0,0.0,0.0,0,14
2026-08-27T23:39:10.309+02:00,not_evaluable,0,0,0.0,0.0,0,14
2026-08-27T23:39:40.305+02:00,not_evaluable,0,0,0.0,0.0,0,14
2026-08-27T23:40:10.307+02:00,not_evaluable,0,0,0.0,0.0,0,9
2026-08-27T23:40:40.306+02:00,not_evaluable,0,0,0.0,0.0,0,9
2026-08-27T23:41:10.307+02:00,not_evaluable,0,0,0.0,0.0,0,14
2026-08-27T23:41:40.306+02:00,not_evaluable,0,0,0.0,0.0,0,14
2026-08-27T23:42:10.308+02:00,not_evaluable,0,0,0.0,0.0,0,14
2026-08-27T23:42:40.306+02:00,not_evaluable,0,0,0.0,0.0,0,14
2026-08-27T23:43:10.308+02:00,not_evaluable,0,0,0.0,0.0,0,11
2026-08-27T23:43:40.309+02:00,not_evaluable,0,0,0.0,0.0,0,9
2026-08-27T23:44:10.309+02:00,not_evaluable,0,0,0.0,0.0,0,13
2026-08-27T23:44:40.309+02:00,not_evaluable,0,0,0.0,0.0,0,9
2026-08-27T23:45:10.310+02:00,not_evaluable,0,0,0.0,0.0,0,8
2026-08-27T23:45:40.309+02:00,not_evaluable,0,0,0.0,0.0,0,14
2026-08-27T23:46:10.312+02:00,not_evaluable,0,0,0.0,0.0,0,14
2026-08-27T23:46:40.310+02:00,not_evaluable,0,0,0.0,0.0,0,12
2026-08-27T23:47:10.312+02:00,not_evaluable,0,0,0.0,0.0,0,13
2026-08-27T23:47:40.312+02:00,not_evaluable,0,0,0.0,0.0,0,14
2026-08-27T23:48:10.317+02:00,not_evaluable,0,0,0.0,0.0,0,14
2026-08-27T23:48:40.314+02:00,not_evaluable,0,0,0.0,0.0,0,14
2026-08-27T23:49:10.318+02:00,not_evaluable,0,0,0.0,0.0,0,13
2026-08-27T23:49:40.315+02:00,not_evaluable,0,0,0.0,0.0,0,14
2026-08-27T23:50:10.316+02:00,not_evaluable,0,0,0.0,0.0,0,14
2026-08-27T23:50:40.313+02:00,not_evaluable,0,0,0.0,0.0,0,14
2026-08-27T23:51:10.315+02:00,not_evaluable,0,0,0.0,0.0,0,14
2026-08-27T23:51:40.315+02:00,not_evaluable,0,0,0.0,0.0,0,12
2026-08-27T23:52:10.318+02:00,not_evaluable,0,0,0.0,0.0,0,14
2026-08-27T23:52:40.316+02:00,not_evaluable,0,0,0.0,0.0,0,14
2026-08-27T23:53:10.319+02:00,not_evaluable,0,0,0.0,0.0,0,12
2026-08-27T23:53:40.319+02:00,not_evaluable,0,0,0.0,0.0,0,11
2026-08-27T23:54:10.316+02:00,not_evaluable,0,0,0.0,0.0,0,13
2026-08-27T23:54:40.317+02:00,not_evaluable,0,0,0.0,0.0,0,12
2026-08-27T23:55:10.318+02:00,not_evaluable,0,0,0.0,0.0,0,12
2026-08-27T23:55:40.318+02:00,not_evaluable,0,0,0.0,0.0,0,14
2026-08-27T23:56:10.318+02:00,not_evaluable,0,0,0.0,0.0,0,14
2026-08-27T23:56:40.318+02:00,not_evaluable,0,0,0.0,0.0,0,14
2026-08-27T23:57:10.321+02:00,not_evaluable,0,0,0.0,0.0,0,14
2026-08-27T23:57:40.318+02:00,not_evaluable,0,0,0.0,0.0,0,14
2026-08-27T23:58:10.321+02:00,nominal,0,0,-1.1221,-267.55,1,1389
2026-08-27T23:58:40.320+02:00,nominal,0,0,-1.0636,-23.03,1,1257
2026-08-27T23:59:10.321+02:00,nominal,0,0,-1.0344,-22.67,1,1209
2026-08-27T23:59:40.322+02:00,nominal,0,0,-1.0968,-27.33,1,1214
