ts,health,streak,notify,lof,env,n_peaks,us_inference
2026-08-28T00:51:10.369+02:00,not_evaluable,8,0,0.0,0.0,0,11
2026-08-28T00:51:40.360+02:00,not_evaluable,8,0,0.0,0.0,0,14
2026-08-28T00:52:10.360+02:00,not_evaluable,8,0,0.0,0.0,0,14
2026-08-28T00:52:40.361+02:00,not_evaluable,8,0,0.0,0.0,0,12
2026-08-28T00:53:10.363+02:00,not_evaluable,8,0,0.0,0.0,0,11
2026-08-28T00:53:40.363+02:00,not_evaluable,8,0,0.0,0.0,0,6
2026-08-28T00:54:10.363+02:00,not_evaluable,8,0,0.0,0.0,0,14
2026-08-28T00:54:40.363+02:00,not_evaluable,8,0,0.0,0.0,0,14
2026-08-28T00:55:10.364+02:00,not_evaluable,8,0,0.0,0.0,0,9
2026-08-28T00:55:40.365+02:00,not_evaluable,8,0,0.0,0.0,0,14
2026-08-28T00:56:10.365+02:00,not_evaluable,8,0,0.0,0.0,0,14
2026-08-28T00:56:40.365+02:00,not_evaluable,8,0,0.0,0.0,0,15
2026-08-28T00:57:10.365+02:00,not_evaluable,8,0,0.0,0.0,0,14
2026-08-28T00:57:40.366+02:00,not_evaluable,8,0,0.0,0.0,0,14
2026-08-28T00:58:10.366+02:00,not_evaluable,8,0,0.0,0.0,0,14
2026-08-28T00:58:40.366+02:00,not_evaluable,8,0,0.0,0.0,0,8
2026-08-28T00:59:10.368+02:00,not_evaluable,8,0,0.0,0.0,0,12
2026-08-28T00:59:40.367+02:00,not_evaluable,8,0,0.0,0.0,0,14
2026-08-28T01:00:10.368+02:00,not_evaluable,8,0,0.0,0.0,0,11
2026-08-28T01:00:40.368+02:00,not_evaluable,8,0,0.0,0.0,0,11
2026-08-28T01:01:10.369+02:00,not_evaluable,8,0,0.0,0.0,0,14
2026-08-28T01:01:40.369+02:00,not_evaluable,8,0,0.0,0.0,0,10
2026-08-28T01:02:10.369+02:00,not_evaluable,8,0,0.0,0.0,0,13
2026-08-28T01:02:40.370+02:00,not_evaluable,8,0,0.0,0.0,0,13
2026-08-28T01:03:10.371+02:00,not_evaluable,8,0,0.0,0.0,0,11
2026-08-28T01:03:40.374+02:00,not_evaluable,8,0,0.0,0.0,0,14
2026-08-28T01:04:10.372+02:00,not_evaluable,8,0,0.0,0.0,0,14
2026-08-28T01:04:40.376+02:00,not_evaluable,8,0,0.0,0.0,0,14
2026-08-28T01:05:10.373+02:00,not_evaluable,8,0,0.0,0.0,0,14
2026-08-28T01:05:40.376+02:00,not_evaluable,8,0,0.0,0.0,0,14
2026-08-28T01:06:10.372+02:00,not_evaluable,8,0,0.0,0.0,0,14
2026-08-28T01:06:40.372+02:00,not_evaluable,8,0,0.0,0.0,0,14
2026-08-28T01:07:10.373+02:00,not_evaluable,8,0,0.0,0.0,0,14
2026-08-28T01:07:40.373+02:00,not_evaluable,8,0,0.0,0.0,0,10
2026-08-28T01:08:10.374+02:00,not_evaluable,8,0,0.0,0.0,0,14
2026-08-28T01:08:40.391+02:00,not_evaluable,8,0,0.0,0.0,0,9
2026-08-28T01:09:10.376+02:00,not_evaluable,8,0,0.0,0.0,0,12
2026-08-28T01:09:40.375+02:00,not_evaluable,8,0,0.0,0.0,0,14
2026-08-28T01:10:10.374+02:00,not_evaluable,8,0,0.0,0.0,0,14
2026-08-28T01:10:40.379+02:00,not_evaluable,8,0,0.0,0.0,0,14
2026-08-28T01:11:10.377+02:00,not_evaluable,8,0,0.0,0.0,0,13
2026-08-28T01:11:40.378+02:00,not_evaluable,8,0,0.0,0.0,0,14
2026-08-28T01:12:10.377+02:00,not_evaluable,8,0,0.0,0.0,0,12
2026-08-28T01:12:40.376+02:00,not_evaluable,8,0,0.0,0.0,0,14
2026-08-28T01:13:10.377+02:00,not_evaluable,8,0,0.0,0.0,0,8
2026-08-28T01:14:10.378+02:00,not_evaluable,8,0,0.0,0.0,0,14
2026-08-28T01:14:40.386+02:00,not_evaluable,8,0,0.0,0.0,0,13
2026-08-28T01:15:10.378+02:00,not_evaluable,8,0,0.0,0.0,0,14
2026-08-28T01:15:40.381+02:00,not_evaluable,8,0,0.0,0.0,0,10
2026-08-28T01:16:10.381+02:00,not_evaluable,8,0,0.0,0.0,0,6
2026-08-28T01:16:40.380+02:00,not_evaluable,8,0,0.0,0.0,0,14
2026-08-28T01:17:10.383+02:00,not_evaluable,8,0,0.0,0.0,0,14
2026-08-28T01:17:40.382+02:00,not_evaluable,8,0,0.0,0.0,0,14
2026-08-28T01:18:10.383+02:00,not_evaluable,8,0,0.0,0.0,0,12
2026-08-28T01:18:40.385+02:00,not_evaluable,8,0,0.0,0.0,0,13
2026-08-28T01:19:10.389+02:00,not_evaluable,8,0,0.0,0.0,0,13
2026-08-28T01:19:40.393+02:00,not_evaluable,8,0,0.0,0.0,0,14
2026-08-28T01:20:10.390+02:00,not_evaluable,8,0,0.0,0.0,0,14
2026-08-28T01:20:40.394+02:00,not_evaluable,8,0,0.0,0.0,0,14
2026-08-28T01:21:10.383+02:00,not_evaluable,8,0,0.0,0.0,0,9
2026-08-28T01:21:40.385+02:00,not_evaluable,8,0,0.0,0.0,0,7
2026-08-28T01:22:10.386+02:00,not_evaluable,8,0,0.0,0.0,0,14
2026-08-28T01:22:40.409+02:00,not_evaluable,8,0,0.0,0.0,0,14
2026-08-28T01:23:10.387+02:00,not_evaluable,8,0,0.0,0.0,0,14
2026-08-28T01:23:40.387+02:00,not_evaluable,8,0,0.0,0.0,0,13
2026-08-28T01:24:10.386+02:00,not_evaluable,8,0,0.0,0.0,0,13
2026-08-28T01:24:40.388+02:00,not_evaluable,8,0,0.0,0.0,0,11
2026-08-28T01:25:10.387+02:00,not_evaluable,8,0,0.0,0.0,0,11
2026-08-28T01:25:40.390+02:00,not_evaluable,8,0,0.0,0.0,0,14
2026-08-28T01:26:10.389+02:00,not_evaluable,8,0,0.0,0.0,0,14
2026-08-28T01:26:40.389+02:00,nominal,0,0,-1.0993,-29.72,1,1402
2026-08-28T01:27:10.388+02:00,nominal,0,0,-1.0627,-42.97,1,1253
2026-08-28T01:27:40.391+02:00,nominal,0,0,-1.0705,-28.68,1,1116
2026-08-28T01:28:10.390+02:00,nominal,0,0,-1.095,-32.83,1,1348
2026-08-28T01:28:40.392+02:00,nominal,0,0,-1.0868,-25.63,1,1234
2026-08-28T01:29:10.391+02:00,nominal,0,0,-1.0468,-27.17,1,1239
2026-08-28T01:29:40.390+02:00,nominal,0,0,-1.0324,-28.82,1,1230
2026-08-28T01:30:10.391+02:00,nominal,0,0,-1.0847,-21.93,1,1234
2026-08-28T01:30:40.392+02:00,nominal,0,0,-1.0576,-18.83,1,1244
2026-08-28T01:31:10.393+02:00,nominal,0,0,-1.3352,-295.83,1,1268
2026-08-28T01:31:40.391+02:00,nominal,0,0,-1.0895,-18.79,1,1286
2026-08-28T01:32:10.394+02:00,nominal,0,0,-1.0513,-21.64,1,1217
2026-08-28T01:32:40.393+02:00,nominal,0,0,-1.0499,-17.75,1,1333
2026-08-28T01:33:10.394+02:00,nominal,0,0,-1.0455,-21.52,1,1258
2026-08-28T01:33:40.394+02:00,nominal,0,0,-1.0493,-20.13,1,1245
2026-08-28T01:34:10.394+02:00,nominal,0,0,-1.0291,-17.19,1,1282
2026-08-28T01:34:40.399+02:00,nominal,0,0,-1.1618,-17.21,1,1234
2026-08-28T01:35:10.403+02:00,nominal,0,0,-1.0955,-11.14,1,1230
2026-08-28T01:35:40.397+02:00,nominal,0,0,-1.0917,-20.23,1,1227
2026-08-28T01:36:10.401+02:00,nominal,0,0,-1.1633,-26.03,1,1234
2026-08-28T01:36:40.395+02:00,nominal,0,0,-1.1139,-29.01,1,1275
2026-08-28T01:37:10.398+02:00,nominal,0,0,-1.0976,-17.09,1,1223
2026-08-28T01:37:40.396+02:00,nominal,0,0,-1.0544,-16.78,1,1256
2026-08-28T01:38:10.396+02:00,nominal,0,0,-1.0399,-17.35,1,1245
2026-08-28T01:38:40.398+02:00,nominal,0,0,-1.093,-21.6,1,1250
2026-08-28T01:39:10.398+02:00,nominal,0,0,-1.1702,-69.34,1,1235
2026-08-28T01:39:40.397+02:00,nominal,0,0,-1.0296,-27.95,1,1254
2026-08-28T01:40:10.399+02:00,nominal,0,0,-1.4195,-21.35,1,1228
2026-08-28T01:40:40.400+02:00,nominal,0,0,-1.0975,-20.29,1,1234
2026-08-28T01:41:10.400+02:00,nominal,0,0,-1.102,-11.59,1,1231
2026-08-28T01:41:40.400+02:00,nominal,0,0,-1.114,-24.45,1,1247
2026-08-28T01:42:10.402+02:00,nominal,0,0,-1.2137,-15.35,1,1107
2026-08-28T01:42:40.401+02:00,nominal,0,0,-1.1807,-15.76,1,1267
2026-08-28T01:43:10.403+02:00,nominal,0,0,-1.0372,-10.39,1,1220
2026-08-28T01:43:40.403+02:00,nominal,0,0,-1.1311,-16.7,1,1239
2026-08-28T01:44:10.401+02:00,nominal,0,0,-1.1304,-9.12,1,1267
2026-08-28T01:44:40.403+02:00,nominal,0,0,-1.0506,-7.96,1,1219
2026-08-28T01:45:10.402+02:00,nominal,0,0,-1.0516,-11.58,1,1242
2026-08-28T01:45:40.403+02:00,nominal,0,0,-1.2154,-14.98,1,1219
2026-08-28T01:46:10.403+02:00,nominal,0,0,-1.1329,-36.97,1,1238
2026-08-28T01:46:40.446+02:00,anomaly,1,0,-1.4937,-10.84,1,1234
2026-08-28T01:47:10.410+02:00,nominal,0,0,-1.0091,-15.96,1,1258
2026-08-28T01:47:40.403+02:00,nominal,0,0,-1.1328,-7.41,1,1257
2026-08-28T01:48:10.404+02:00,nominal,0,0,-1.2953,-3.66,1,1251
2026-08-28T01:48:40.406+02:00,nominal,0,0,-1.2172,-6.31,1,1220
2026-08-28T01:49:10.405+02:00,nominal,0,0,-1.1298,-6.7,1,1256
2026-08-28T01:49:40.409+02:00,anomaly,1,0,-2.0148,-350.45,1,1229
2026-08-28T01:50:10.412+02:00,nominal,0,0,-1.2305,-49.39,1,1263
2026-08-28T01:50:40.407+02:00,nominal,0,0,-1.1917,-9.75,1,1335
2026-08-28T01:51:10.406+02:00,anomaly,1,0,-1.7225,-10.77,1,1347
2026-08-28T01:51:40.407+02:00,nominal,0,0,-1.2225,-17.02,1,1276
2026-08-28T01:52:10.409+02:00,nominal,0,0,-1.376,-16.37,1,1224
2026-08-28T01:52:40.407+02:00,anomaly,1,0,-1.4935,-13.16,1,1261
2026-08-28T01:53:10.414+02:00,nominal,0,0,-1.2906,-16.02,1,1247
2026-08-28T01:53:40.416+02:00,nominal,0,0,-1.1175,-11.33,1,1351
2026-08-28T01:54:10.409+02:00,anomaly,1,0,-1.4398,-23.94,1,1363
2026-08-28T01:54:40.408+02:00,anomaly,2,0,-1.4674,-52.53,1,1266
2026-08-28T01:55:10.410+02:00,anomaly,3,1,-1.654,-310.85,1,1226
2026-08-28T01:55:40.411+02:00,anomaly,4,0,-1.4641,-26.93,1,1229
2026-08-28T01:56:10.412+02:00,nominal,0,0,-1.1505,-10.8,1,1233
2026-08-28T01:56:40.412+02:00,anomaly,1,0,-1.7564,-476.0,1,1140
2026-08-28T01:57:10.412+02:00,nominal,0,0,-1.4224,-46.78,1,1262
2026-08-28T01:57:40.413+02:00,anomaly,1,0,-1.5255,-32.87,1,1217
2026-08-28T01:58:10.413+02:00,nominal,0,0,-1.1497,-14.33,1,1348
2026-08-28T01:58:40.414+02:00,not_evaluable,0,0,0.0,0.0,0,14
2026-08-28T01:59:10.412+02:00,not_evaluable,0,0,0.0,0.0,0,13
2026-08-28T01:59:40.413+02:00,not_evaluable,0,0,0.0,0.0,0,13
2026-08-28T02:00:10.414+02:00,not_evaluable,0,0,0.0,0.0,0,12
2026-08-28T02:00:40.414+02:00,not_evaluable,0,0,0.0,0.0,0,14
2026-08-28T02:01:10.415+02:00,not_evaluable,0,0,0.0,0.0,0,12
2026-08-28T02:01:40.414+02:00,not_evaluable,0,0,0.0,0.0,0,14
2026-08-28T02:02:10.416+02:00,not_evaluable,0,0,0.0,0.0,0,14
2026-08-28T02:02:40.415+02:00,not_evaluable,0,0,0.0,0.0,0,13
2026-08-28T02:03:10.416+02:00,not_evaluable,0,0,0.0,0.0,0,13
2026-08-28T02:03:40.416+02:00,not_evaluable,0,0,0.0,0.0,0,14
2026-08-28T02:04:10.421+02:00,not_evaluable,0,0,0.0,0.0,0,7
2026-08-28T02:04:40.466+02:00,not_evaluable,0,0,0.0,0.0,0,14
2026-08-28T02:05:10.464+02:00,not_evaluable,0,0,0.0,0.0,0,14
2026-08-28T02:05:40.481+02:00,not_evaluable,0,0,0.0,0.0,0,10
2026-08-28T02:06:10.464+02:00,not_evaluable,0,0,0.0,0.0,0,9
2026-08-28T02:06:40.464+02:00,not_evaluable,0,0,0.0,0.0,0,14
2026-08-28T02:07:10.463+02:00,not_evaluable,0,0,0.0,0.0,0,14
2026-08-28T02:07:40.464+02:00,not_evaluable,0,0,0.0,0.0,0,14
2026-08-28T02:08:10.467+02:00,not_evaluable,0,0,0.0,0.0,0,12
2026-08-28T02:08:40.464+02:00,not_evaluable,0,0,0.0,0.0,0,12
2026-08-28T02:09:10.468+02:00,not_evaluable,0,0,0.0,0.0,0,14
2026-08-28T02:09:40.467+02:00,not_evaluable,0,0,0.0,0.0,0,14
2026-08-28T02:10:10.469+02:00,not_evaluable,0,0,0.0,0.0,0,14
2026-08-28T02:10:40.523+02:00,not_evaluable,0,0,0.0,0.0,0,14
2026-08-28T02:11:10.468+02:00,not_evaluable,0,0,0.0,0.0,0,7
2026-08-28T02:11:40.472+02:00,not_evaluable,0,0,0.0,0.0,0,10
2026-08-28T02:12:10.640+02:00,not_evaluable,0,0,0.0,0.0,0,11
2026-08-28T02:12:40.470+02:00,not_evaluable,0,0,0.0,0.0,0,13
2026-08-28T02:13:10.473+02:00,not_evaluable,0,0,0.0,0.0,0,14
2026-08-28T02:13:40.472+02:00,not_evaluable,0,0,0.0,0.0,0,14
2026-08-28T02:14:10.471+02:00,not_evaluable,0,0,0.0,0.0,0,10
2026-08-28T02:14:40.472+02:00,not_evaluable,0,0,0.0,0.0,0,14
2026-08-28T02:15:10.473+02:00,not_evaluable,0,0,0.0,0.0,0,13
2026-08-28T02:15:40.471+02:00,not_evaluable,0,0,0.0,0.0,0,14
2026-08-28T02:16:10.471+02:00,not_evaluable,0,0,0.0,0.0,0,12
2026-08-28T02:16:40.472+02:00,not_evaluable,0,0,0.0,0.0,0,10
2026-08-28T02:17:10.475+02:00,not_evaluable,0,0,0.0,0.0,0,14
2026-08-28T02:17:40.486+02:00,not_evaluable,0,0,0.0,0.0,0,12
2026-08-28T02:18:10.683+02:00,not_evaluable,0,0,0.0,0.0,0,11
2026-08-28T02:18:40.584+02:00,not_evaluable,0,0,0.0,0.0,0,9
2026-08-28T02:19:10.479+02:00,not_evaluable,0,0,0.0,0.0,0,13
2026-08-28T02:19:40.477+02:00,not_evaluable,0,0,0.0,0.0,0,11
2026-08-28T02:20:10.478+02:00,not_evaluable,0,0,0.0,0.0,0,10
2026-08-28T02:20:40.475+02:00,not_evaluable,0,0,0.0,0.0,0,13
2026-08-28T02:21:10.477+02:00,not_evaluable,0,0,0.0,0.0,0,14
2026-08-28T02:21:40.476+02:00,not_evaluable,0,0,0.0,0.0,0,14
2026-08-28T02:22:10.477+02:00,not_evaluable,0,0,0.0,0.0,0,12
2026-08-28T02:22:40.475+02:00,not_evaluable,0,0,0.0,0.0,0,14
2026-08-28T02:23:10.517+02:00,not_evaluable,0,0,0.0,0.0,0,14
2026-08-28T02:23:40.626+02:00,not_evaluable,0,0,0.0,0.0,0,12
2026-08-28T02:24:10.481+02:00,not_evaluable,0,0,0.0,0.0,0,10
2026-08-28T02:24:40.480+02:00,not_evaluable,0,0,0.0,0.0,0,14
2026-08-28T02:25:10.480+02:00,not_evaluable,0,0,0.0,0.0,0,14
2026-08-28T02:25:40.486+02:00,not_evaluable,0,0,0.0,0.0,0,14
2026-08-28T02:26:10.480+02:00,not_evaluable,0,0,0.0,0.0,0,14
2026-08-28T02:26:40.483+02:00,not_evaluable,0,0,0.0,0.0,0,13
2026-08-28T02:27:10.480+02:00,not_evaluable,0,0,0.0,0.0,0,11
2026-08-28T02:27:40.483+02:00,not_evaluable,0,0,0.0,0.0,0,11
2026-08-28T02:28:10.559+02:00,not_evaluable,0,0,0.0,0.0,0,11
2026-08-28T02:28:40.479+02:00,not_evaluable,0,0,0.0,0.0,0,14
2026-08-28T02:29:10.484+02:00,not_evaluable,0,0,0.0,0.0,0,13
2026-08-28T02:29:40.484+02:00,not_evaluable,0,0,0.0,0.0,0,13
2026-08-28T02:30:10.485+02:00,not_evaluable,0,0,0.0,0.0,0,11
2026-08-28T02:30:40.483+02:00,not_evaluable,0,0,0.0,0.0,0,11
2026-08-28T02:31:10.483+02:00,not_evaluable,0,0,0.0,0.0,0,14
2026-08-28T02:31:40.484+02:00,not_evaluable,0,0,0.0,0.0,0,14
2026-08-28T02:32:10.484+02:00,not_evaluable,0,0,0.0,0.0,0,14
2026-08-28T02:32:40.488+02:00,not_evaluable,0,0,0.0,0.0,0,7
2026-08-28T02:33:10.596+02:00,not_evaluable,0,0,0.0,0.0,0,13
2026-08-28T02:33:40.439+02:00,not_evaluable,0,0,0.0,0.0,0,14
2026-08-28T02:34:10.442+02:00,not_evaluable,0,0,0.0,0.0,0,14
2026-08-28T02:34:40.441+02:00,not_evaluable,0,0,0.0,0.0,0,14
2026-08-28T02:35:10.443+02:00,not_evaluable,0,0,0.0,0.0,0,14
2026-08-28T02:35:40.464+02:00,not_evaluable,0,0,0.0,0.0,0,13
2026-08-28T02:36:10.443+02:00,not_evaluable,0,0,0.0,0.0,0,11
2026-08-28T02:36:40.442+02:00,not_evaluable,0,0,0.0,0.0,0,13
2026-08-28T02:37:10.442+02:00,not_evaluable,0,0,0.0,0.0,0,14
2026-08-28T02:37:40.443+02:00,not_evaluable,0,0,0.0,0.0,0,14
2026-08-28T02:38:10.446+02:00,not_evaluable,0,0,0.0,0.0,0,14
2026-08-28T02:38:40.443+02:00,not_evaluable,0,0,0.0,0.0,0,10
2026-08-28T02:39:10.443+02:00,not_evaluable,0,0,0.0,0.0,0,11
2026-08-28T02:39:40.444+02:00,not_evaluable,0,0,0.0,0.0,0,14
2026-08-28T02:40:10.445+02:00,not_evaluable,0,0,0.0,0.0,0,14
2026-08-28T02:40:40.448+02:00,not_evaluable,0,0,0.0,0.0,0,9
2026-08-28T02:41:10.447+02:00,not_evaluable,0,0,0.0,0.0,0,14
2026-08-28T02:41:40.451+02:00,not_evaluable,0,0,0.0,0.0,0,14
2026-08-28T02:42:10.449+02:00,not_evaluable,0,0,0.0,0.0,0,13
2026-08-28T02:42:40.452+02:00,not_evaluable,0,0,0.0,0.0,0,10
2026-08-28T02:43:10.448+02:00,not_evaluable,0,0,0.0,0.0,0,11
2026-08-28T02:43:40.447+02:00,not_evaluable,0,0,0.0,0.0,0,14
2026-08-28T02:44:10.450+02:00,not_evaluable,0,0,0.0,0.0,0,13
2026-08-28T02:44:40.448+02:00,not_evaluable,0,0,0.0,0.0,0,14
