ts,tempExt,accX,accY,accZ,gyroX,gyroY,gyroZ,motorTemp,noise
2026-08-27T00:00:33.905+02:00,30.25,10.2,-0.18,1.65,-0.02,-0.0,-0.02,38.32,224
2026-08-27T00:00:35.902+02:00,30.25,10.21,-0.2,1.58,-0.02,-0.0,-0.02,38.32,781
2026-08-27T00:00:36.907+02:00,30.31,10.23,-0.16,1.68,-0.03,-0.0,-0.03,38.37,953
2026-08-27T00:00:37.905+02:00,30.25,10.23,-0.17,1.57,-0.0,-0.0,-0.0,38.13,1114
2026-08-27T00:00:38.905+02:00,30.25,10.26,-0.21,1.61,-0.02,-0.0,-0.02,38.22,390
2026-08-27T00:00:39.905+02:00,30.25,10.28,-0.22,1.63,-0.02,-0.0,-0.02,38.32,147
2026-08-27T00:00:40.905+02:00,30.25,10.19,-0.21,1.66,-0.02,-0.01,-0.02,38.32,557
2026-08-27T00:00:41.905+02:00,30.25,10.21,-0.24,1.59,-0.02,-0.0,-0.02,38.22,2282
2026-08-27T00:00:42.905+02:00,30.25,10.15,-0.22,1.66,-0.02,-0.0,-0.02,38.41,515
2026-08-27T00:00:43.905+02:00,30.25,10.24,-0.22,1.64,-0.02,-0.01,-0.02,38.27,345
2026-08-27T00:00:44.905+02:00,30.25,10.15,-0.23,1.52,-0.02,-0.0,-0.02,38.27,240
2026-08-27T00:00:45.905+02:00,30.25,10.25,-0.18,1.59,-0.02,-0.0,-0.02,38.18,701
2026-08-27T00:00:46.905+02:00,30.25,10.23,-0.2,1.52,-0.02,-0.0,-0.02,38.27,692
2026-08-27T00:00:47.906+02:00,30.25,10.23,-0.22,1.61,-0.02,-0.0,-0.02,38.32,207
2026-08-27T00:00:48.906+02:00,30.25,10.23,-0.19,1.64,-0.02,-0.0,-0.02,38.13,475
2026-08-27T00:00:49.912+02:00,30.25,10.18,-0.15,1.67,-0.03,-0.0,-0.02,38.18,391
2026-08-27T00:00:50.905+02:00,30.25,10.18,-0.18,1.58,-0.02,-0.0,-0.02,38.18,152
2026-08-27T00:00:51.907+02:00,30.25,10.16,-0.28,1.66,-0.02,-0.01,-0.02,38.18,176
2026-08-27T00:00:52.906+02:00,30.25,10.17,-0.22,1.7,-0.02,-0.0,-0.02,38.27,513
2026-08-27T00:00:53.906+02:00,30.25,10.16,-0.18,1.61,-0.02,-0.0,-0.02,38.27,128
2026-08-27T00:00:54.906+02:00,30.25,10.15,-0.14,1.64,-0.02,-0.01,-0.02,38.18,397
2026-08-27T00:00:55.905+02:00,30.25,10.22,-0.16,1.58,-0.02,-0.01,-0.02,38.08,570
2026-08-27T00:00:56.906+02:00,30.25,10.23,-0.18,1.54,-0.03,-0.0,-0.02,38.13,131
2026-08-27T00:00:57.906+02:00,30.25,10.15,-0.19,1.58,-0.02,-0.0,-0.02,38.13,252
2026-08-27T00:00:58.906+02:00,30.25,10.21,-0.16,1.61,-0.02,-0.0,-0.02,38.22,727
2026-08-27T00:00:59.906+02:00,30.25,10.2,-0.2,1.58,-0.02,-0.0,-0.02,38.13,566
2026-08-27T00:01:00.906+02:00,30.25,10.22,-0.21,1.62,-0.02,-0.0,-0.01,38.27,1164
2026-08-27T00:01:01.906+02:00,30.25,10.17,-0.19,1.54,-0.03,-0.0,-0.02,38.27,720
2026-08-27T00:01:02.908+02:00,30.25,10.23,-0.17,1.58,-0.02,-0.0,-0.02,38.18,325
2026-08-27T00:01:03.906+02:00,30.25,10.22,-0.19,1.69,-0.02,-0.01,-0.02,38.22,228
2026-08-27T00:01:05.903+02:00,30.25,10.13,-0.23,1.7,-0.03,-0.01,-0.02,38.18,431
2026-08-27T00:01:06.907+02:00,30.25,10.16,-0.16,1.55,-0.02,-0.0,-0.02,38.13,114
2026-08-27T00:01:07.906+02:00,30.19,10.24,-0.18,1.54,-0.02,-0.0,-0.02,38.18,109
2026-08-27T00:01:08.906+02:00,30.25,10.19,-0.23,1.58,-0.02,-0.0,-0.02,38.08,505
2026-08-27T00:01:09.906+02:00,30.25,10.14,-0.17,1.66,-0.02,-0.01,-0.02,38.08,339
2026-08-27T00:01:10.909+02:00,30.25,10.15,-0.17,1.61,-0.02,-0.0,-0.02,38.08,562
2026-08-27T00:01:11.906+02:00,30.19,10.24,-0.19,1.58,-0.02,0.0,-0.02,38.13,295
2026-08-27T00:01:12.906+02:00,30.25,10.13,-0.17,1.61,-0.02,-0.0,-0.02,38.13,220
2026-08-27T00:01:13.906+02:00,30.25,10.21,-0.21,1.67,-0.02,-0.01,-0.02,38.13,334
2026-08-27T00:01:14.906+02:00,30.25,10.2,-0.22,1.63,-0.02,-0.01,-0.02,38.22,294
2026-08-27T00:01:15.906+02:00,30.19,10.22,-0.19,1.56,-0.02,-0.0,-0.02,38.13,367
2026-08-27T00:01:16.906+02:00,30.25,10.15,-0.18,1.53,-0.02,-0.0,-0.02,38.18,441
2026-08-27T00:01:17.906+02:00,30.19,10.18,-0.23,1.57,-0.02,-0.01,-0.02,38.08,3495
2026-08-27T00:01:18.906+02:00,30.25,10.24,-0.2,1.64,-0.02,-0.0,-0.02,38.08,171
2026-08-27T00:01:19.906+02:00,30.25,10.2,-0.18,1.6,-0.02,-0.0,-0.02,38.13,164
2026-08-27T00:01:20.906+02:00,30.19,10.2,-0.18,1.55,-0.02,-0.0,-0.02,38.13,754
2026-08-27T00:01:21.906+02:00,30.25,10.19,-0.21,1.58,-0.02,-0.0,-0.02,38.22,285
2026-08-27T00:01:22.906+02:00,30.19,10.18,-0.2,1.57,-0.02,-0.01,-0.02,38.13,368
2026-08-27T00:01:23.906+02:00,30.25,10.14,-0.23,1.58,-0.02,-0.01,-0.02,38.08,331
2026-08-27T00:01:24.906+02:00,30.19,10.17,-0.0,-0.31,-0.03,-0.07,-0.0,35.77,264
2026-08-27T00:01:25.906+02:00,30.19,10.15,-0.2,1.63,-0.03,-0.0,-0.02,37.99,133
2026-08-27T00:01:26.906+02:00,30.25,10.19,-0.23,1.59,-0.02,-0.0,-0.02,37.99,401
2026-08-27T00:01:27.908+02:00,30.25,10.14,-0.18,1.63,-0.02,-0.01,-0.02,38.04,580
2026-08-27T00:01:28.906+02:00,30.25,10.13,-0.2,1.54,-0.02,-0.0,-0.02,38.04,176
2026-08-27T00:01:29.906+02:00,30.19,10.19,-0.23,1.53,-0.02,-0.0,-0.02,38.04,99
2026-08-27T00:01:30.906+02:00,30.19,10.3,-0.23,1.62,-0.02,-0.0,-0.02,38.08,499
2026-08-27T00:01:31.906+02:00,30.25,10.23,-0.17,1.65,-0.02,-0.0,-0.02,38.08,494
2026-08-27T00:01:32.906+02:00,30.25,10.21,-0.25,1.62,-0.02,-0.0,-0.02,37.99,423
2026-08-27T00:01:33.906+02:00,30.25,10.21,-0.17,1.54,-0.02,-0.0,-0.02,38.04,183
2026-08-27T00:01:35.903+02:00,30.25,10.22,-0.19,1.55,-0.02,-0.0,-0.02,38.08,251
2026-08-27T00:01:36.905+02:00,30.25,10.18,-0.2,1.56,-0.02,-0.0,-0.02,38.04,729
2026-08-27T00:01:37.906+02:00,30.19,10.16,-0.19,1.53,-0.02,-0.0,-0.02,38.04,3145
2026-08-27T00:01:38.910+02:00,30.19,10.19,-0.16,1.66,-0.02,-0.0,-0.02,37.99,203
2026-08-27T00:01:39.906+02:00,30.25,10.17,-0.2,1.61,-0.02,-0.01,-0.02,38.08,262
2026-08-27T00:01:40.908+02:00,30.25,10.25,-0.18,1.62,-0.02,-0.01,-0.02,38.08,259
2026-08-27T00:01:41.906+02:00,30.25,10.18,-0.21,1.57,-0.02,-0.0,-0.02,38.04,439
2026-08-27T00:01:42.906+02:00,30.25,10.29,-0.16,1.58,-0.02,-0.0,-0.02,38.04,380
2026-08-27T00:01:43.906+02:00,30.25,10.18,-0.23,1.56,-0.02,-0.0,-0.02,38.13,222
2026-08-27T00:01:44.907+02:00,30.25,10.22,-0.17,1.61,-0.02,-0.0,-0.02,38.04,306
2026-08-27T00:01:45.906+02:00,30.19,10.14,-0.21,1.57,-0.02,-0.0,-0.02,38.04,476
2026-08-27T00:01:46.906+02:00,30.25,10.18,-0.19,1.59,-0.03,-0.0,-0.02,37.99,448
2026-08-27T00:01:47.907+02:00,30.19,10.21,-0.17,1.62,-0.02,-0.01,-0.02,38.04,326
2026-08-27T00:01:48.906+02:00,30.25,10.23,-0.2,1.56,-0.02,-0.0,-0.02,37.99,382
2026-08-27T00:01:49.907+02:00,30.19,10.18,-0.21,1.64,-0.03,-0.01,-0.02,37.99,354
2026-08-27T00:01:50.906+02:00,30.19,10.21,-0.25,1.6,-0.02,-0.0,-0.02,38.04,351
2026-08-27T00:01:51.906+02:00,30.19,10.19,-0.23,1.64,-0.02,-0.01,-0.02,37.94,259
2026-08-27T00:01:52.906+02:00,30.19,10.21,-0.19,1.56,-0.03,-0.01,-0.02,38.08,613
2026-08-27T00:01:53.922+02:00,30.19,10.21,-0.22,1.67,-0.02,-0.01,-0.02,38.08,377
2026-08-27T00:01:54.906+02:00,30.19,10.24,-0.17,1.66,-0.02,-0.0,-0.02,37.99,919
2026-08-27T00:01:55.912+02:00,30.19,10.18,-0.19,1.54,-0.02,-0.0,-0.02,37.99,224
2026-08-27T00:01:56.906+02:00,30.25,10.2,-0.22,1.59,-0.02,-0.0,-0.02,37.94,411
2026-08-27T00:01:57.907+02:00,30.19,10.2,-0.18,1.6,-0.02,-0.0,-0.02,37.94,561
2026-08-27T00:01:59.391+02:00,30.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5964
2026-08-27T00:01:59.907+02:00,30.19,10.26,-0.16,1.61,-0.02,-0.0,-0.02,37.99,1555
2026-08-27T00:02:00.906+02:00,30.19,10.15,-0.21,1.59,-0.02,-0.0,-0.02,37.99,420
2026-08-27T00:02:01.906+02:00,30.19,10.23,-0.22,1.62,-0.02,-0.01,-0.02,37.94,134
2026-08-27T00:02:02.907+02:00,30.25,10.19,-0.23,1.56,-0.02,-0.0,-0.02,37.94,243
2026-08-27T00:02:03.906+02:00,30.19,10.15,-0.18,1.59,-0.02,-0.0,-0.02,37.99,347
2026-08-27T00:02:05.903+02:00,30.19,10.17,-0.22,1.61,-0.02,-0.0,-0.02,37.94,723
2026-08-27T00:02:06.906+02:00,30.19,10.24,-0.13,1.61,-0.02,-0.0,-0.02,37.89,116
2026-08-27T00:02:07.907+02:00,30.19,10.2,-0.18,1.64,-0.03,-0.01,-0.02,37.94,584
2026-08-27T00:02:08.912+02:00,30.19,10.25,-0.21,1.56,-0.02,-0.0,-0.02,38.04,302
2026-08-27T00:02:09.907+02:00,30.19,10.18,-0.18,1.58,-0.02,-0.0,-0.02,37.94,769
2026-08-27T00:02:10.909+02:00,30.19,10.2,-0.12,1.62,-0.02,-0.01,-0.02,38.04,745
2026-08-27T00:02:11.907+02:00,30.25,10.2,-0.17,1.58,-0.02,-0.0,-0.02,37.89,336
2026-08-27T00:02:12.907+02:00,30.19,10.23,-0.14,1.65,-0.02,-0.01,-0.02,38.08,686
2026-08-27T00:02:13.907+02:00,30.19,10.22,-0.21,1.56,-0.02,-0.01,-0.02,37.89,305
2026-08-27T00:02:14.911+02:00,30.19,10.19,-0.21,1.6,-0.02,-0.0,-0.02,37.89,495
2026-08-27T00:02:15.906+02:00,30.25,10.2,-0.18,1.61,-0.02,-0.0,-0.02,37.89,679
2026-08-27T00:02:16.907+02:00,30.25,10.23,-0.2,1.64,-0.02,-0.0,-0.02,37.94,437
2026-08-27T00:02:17.907+02:00,30.19,10.19,-0.19,1.54,-0.02,-0.0,-0.02,37.89,475
2026-08-27T00:02:18.907+02:00,30.25,10.24,-0.22,1.57,-0.02,-0.0,-0.02,37.89,303
2026-08-27T00:02:19.907+02:00,30.19,10.21,-0.21,1.59,-0.02,-0.0,-0.02,37.94,490
2026-08-27T00:02:20.907+02:00,30.25,10.14,-0.23,1.57,-0.02,-0.01,-0.02,38.08,505
2026-08-27T00:02:21.907+02:00,30.19,10.2,-0.15,1.62,-0.02,-0.01,-0.02,37.89,457
2026-08-27T00:02:22.907+02:00,30.19,10.2,-0.23,1.57,-0.02,-0.0,-0.02,37.94,457
2026-08-27T00:02:23.907+02:00,30.19,10.17,-0.22,1.57,-0.02,-0.01,-0.02,38.04,100
2026-08-27T00:02:24.907+02:00,30.19,10.15,-0.23,1.63,-0.02,-0.01,-0.02,37.94,352
2026-08-27T00:02:25.908+02:00,30.19,10.18,-0.14,1.5,-0.02,-0.01,-0.02,37.89,119
2026-08-27T00:02:26.907+02:00,30.19,10.21,-0.18,1.61,-0.02,-0.0,-0.02,37.89,256
2026-08-27T00:02:27.907+02:00,30.19,10.3,-0.15,1.61,-0.02,-0.0,-0.02,37.99,328
2026-08-27T00:02:28.907+02:00,30.19,10.14,-0.18,1.62,-0.02,-0.01,-0.02,37.99,403
2026-08-27T00:02:29.907+02:00,30.19,10.19,-0.2,1.6,-0.02,-0.0,-0.02,37.85,409
2026-08-27T00:02:30.907+02:00,30.19,10.2,-0.22,1.61,-0.02,-0.01,-0.02,37.94,240
2026-08-27T00:02:31.910+02:00,30.19,10.23,-0.23,1.53,-0.02,-0.0,-0.02,37.94,403
2026-08-27T00:02:32.907+02:00,30.19,10.16,-0.19,1.64,-0.02,-0.0,-0.02,37.89,1723
2026-08-27T00:02:33.907+02:00,30.19,10.23,-0.17,1.63,-0.02,-0.01,-0.02,38.04,162
2026-08-27T00:02:35.904+02:00,30.19,10.24,-0.12,1.6,-0.02,-0.0,-0.02,37.99,1011
2026-08-27T00:02:36.906+02:00,30.19,10.21,-0.18,1.55,-0.02,-0.01,-0.02,37.94,103
2026-08-27T00:02:37.907+02:00,30.19,10.24,-0.22,1.6,-0.02,-0.0,-0.02,37.94,324
2026-08-27T00:02:38.907+02:00,30.19,10.19,-0.25,1.57,-0.03,-0.01,-0.02,37.94,493
2026-08-27T00:02:39.907+02:00,30.19,10.12,-0.15,1.62,-0.02,-0.0,-0.02,37.89,497
2026-08-27T00:02:40.907+02:00,30.19,10.2,-0.21,1.67,-0.02,-0.01,-0.02,37.89,323
2026-08-27T00:02:41.907+02:00,30.19,10.21,-0.22,1.68,-0.02,-0.0,-0.02,37.89,226
2026-08-27T00:02:42.906+02:00,30.19,10.24,-0.15,1.59,-0.02,-0.0,-0.02,37.94,93
2026-08-27T00:02:43.906+02:00,30.19,10.28,-0.23,1.54,-0.02,-0.0,-0.02,37.94,767
2026-08-27T00:02:44.906+02:00,30.12,10.18,-0.16,1.59,-0.02,-0.01,-0.02,37.94,162
2026-08-27T00:02:45.906+02:00,30.19,10.29,-0.21,1.57,-0.02,-0.0,-0.02,37.89,510
2026-08-27T00:02:46.906+02:00,30.19,10.2,-0.16,1.57,-0.02,-0.01,-0.02,37.8,414
2026-08-27T00:02:47.906+02:00,30.19,10.22,-0.24,1.64,-0.02,-0.0,-0.02,37.89,395
2026-08-27T00:02:48.907+02:00,30.19,10.18,-0.2,1.5,-0.02,-0.0,-0.02,37.89,229
2026-08-27T00:02:49.906+02:00,30.19,10.25,-0.17,1.69,-0.02,-0.0,-0.02,37.89,1011
2026-08-27T00:02:50.907+02:00,30.19,10.19,-0.22,1.53,-0.02,-0.01,-0.02,37.85,587
2026-08-27T00:02:51.907+02:00,30.19,10.22,-0.14,1.62,-0.02,-0.0,-0.02,37.94,205
2026-08-27T00:02:52.907+02:00,30.12,10.17,-0.15,1.54,-0.02,-0.0,-0.02,37.85,507
2026-08-27T00:02:53.906+02:00,30.19,10.16,-0.19,1.63,-0.02,-0.0,-0.02,37.89,195
2026-08-27T00:02:54.906+02:00,30.12,10.17,-0.23,1.53,-0.0,-0.0,-0.0,36.53,149
2026-08-27T00:02:55.906+02:00,30.19,10.22,-0.21,1.63,-0.02,-0.0,-0.02,37.85,155
2026-08-27T00:02:56.907+02:00,30.19,10.21,-0.14,1.54,-0.02,-0.01,-0.02,37.94,148
2026-08-27T00:02:57.906+02:00,30.19,10.17,-0.17,1.69,-0.02,-0.0,-0.02,37.85,365
2026-08-27T00:02:58.906+02:00,30.12,10.21,-0.27,1.7,-0.03,-0.0,-0.02,37.94,599
2026-08-27T00:02:59.913+02:00,30.19,10.23,-0.21,1.59,-0.02,-0.0,-0.02,37.85,396
2026-08-27T00:03:00.906+02:00,30.19,10.25,-0.18,1.6,-0.02,-0.0,-0.02,37.89,108
2026-08-27T00:03:01.908+02:00,30.19,10.25,-0.13,1.58,-0.02,-0.0,-0.02,37.89,255
2026-08-27T00:03:02.907+02:00,30.19,10.2,-0.25,1.75,-0.02,-0.01,-0.02,37.75,62
2026-08-27T00:03:03.906+02:00,30.19,10.2,-0.14,1.57,-0.02,-0.0,-0.02,37.75,582
2026-08-27T00:03:05.907+02:00,30.19,10.21,-0.17,1.56,-0.02,-0.0,-0.02,37.8,677
2026-08-27T00:03:06.906+02:00,30.12,10.16,-0.15,1.48,-0.02,-0.0,-0.02,37.8,140
2026-08-27T00:03:07.906+02:00,30.12,10.19,-0.14,1.58,-0.02,-0.0,-0.02,37.89,600
2026-08-27T00:03:08.907+02:00,30.12,10.21,-0.13,1.57,-0.02,-0.01,-0.02,37.89,326
2026-08-27T00:03:09.907+02:00,30.12,10.24,-0.15,1.58,-0.02,-0.0,-0.02,37.85,145
2026-08-27T00:03:10.907+02:00,30.12,10.2,-0.22,1.64,-0.02,-0.0,-0.02,37.94,382
2026-08-27T00:03:11.906+02:00,30.12,10.2,-0.22,1.59,-0.02,-0.0,-0.02,37.85,228
2026-08-27T00:03:12.907+02:00,30.12,10.21,-0.15,1.66,-0.02,-0.01,-0.02,37.8,198
2026-08-27T00:03:13.906+02:00,30.12,10.18,-0.19,1.62,-0.02,-0.0,-0.02,37.89,415
2026-08-27T00:03:14.909+02:00,30.12,10.21,-0.16,1.68,-0.02,-0.0,-0.02,37.89,485
2026-08-27T00:03:15.907+02:00,30.12,10.22,-0.19,1.65,-0.02,-0.01,-0.02,37.8,242
2026-08-27T00:03:16.907+02:00,30.12,10.18,-0.18,1.54,-0.02,-0.01,-0.02,37.85,682
2026-08-27T00:03:17.906+02:00,30.19,10.27,-0.19,1.53,-0.02,-0.0,-0.02,37.75,543
2026-08-27T00:03:18.907+02:00,30.19,10.18,-0.2,1.64,-0.02,-0.0,-0.02,37.8,307
2026-08-27T00:03:19.907+02:00,30.12,10.26,-0.15,1.58,-0.02,-0.0,-0.02,37.89,481
2026-08-27T00:03:20.906+02:00,30.19,10.18,-0.19,1.58,-0.03,-0.01,-0.02,37.89,145
2026-08-27T00:03:21.907+02:00,30.12,10.2,-0.22,1.59,-0.03,-0.0,-0.02,37.85,288
2026-08-27T00:03:22.908+02:00,30.12,10.18,-0.16,1.6,-0.02,-0.0,-0.02,37.85,869
2026-08-27T00:03:23.907+02:00,30.12,10.21,-0.16,1.65,-0.02,-0.01,-0.02,37.85,356
2026-08-27T00:03:24.907+02:00,30.12,10.19,-0.22,1.5,-0.02,-0.0,-0.02,37.8,811
2026-08-27T00:03:25.906+02:00,30.12,10.23,-0.2,1.54,-0.02,-0.01,-0.02,37.85,387
2026-08-27T00:03:26.907+02:00,30.12,10.21,-0.23,1.56,-0.02,-0.0,-0.02,37.8,213
2026-08-27T00:03:27.906+02:00,30.12,10.19,-0.22,1.62,-0.02,-0.0,-0.02,37.75,3828
2026-08-27T00:03:28.907+02:00,30.12,10.2,-0.2,1.69,-0.02,-0.0,-0.02,37.75,575
2026-08-27T00:03:29.908+02:00,30.12,10.19,-0.22,1.56,-0.02,-0.01,-0.02,37.85,99
2026-08-27T00:03:30.907+02:00,30.12,10.2,-0.23,1.65,-0.02,-0.01,-0.02,37.85,459
2026-08-27T00:03:31.908+02:00,30.12,10.19,-0.17,1.64,-0.02,-0.0,-0.02,37.8,589
2026-08-27T00:03:32.907+02:00,30.12,10.2,-0.16,1.58,-0.02,-0.0,-0.02,37.8,194
2026-08-27T00:03:33.907+02:00,30.12,10.16,-0.22,1.51,-0.02,-0.0,-0.02,37.8,123
2026-08-27T00:03:35.911+02:00,30.12,10.19,-0.2,1.6,-0.02,-0.0,-0.02,37.89,307
2026-08-27T00:03:36.907+02:00,30.12,10.25,-0.2,1.61,-0.02,-0.01,-0.02,37.85,105
2026-08-27T00:03:37.908+02:00,30.12,10.18,-0.17,1.56,-0.03,-0.01,-0.02,37.8,1107
2026-08-27T00:03:38.907+02:00,30.12,10.19,-0.22,1.57,-0.02,-0.01,-0.02,37.8,1038
2026-08-27T00:03:39.908+02:00,30.12,10.2,-0.21,1.72,-0.02,-0.01,-0.02,37.8,462
2026-08-27T00:03:40.908+02:00,30.12,10.22,-0.25,1.57,-0.02,-0.01,-0.01,37.75,296
2026-08-27T00:03:41.908+02:00,30.12,10.21,-0.21,1.56,-0.02,-0.0,-0.02,37.75,637
2026-08-27T00:03:42.907+02:00,30.06,10.21,-0.24,1.62,-0.02,-0.0,-0.02,37.85,239
2026-08-27T00:03:43.907+02:00,30.12,10.22,-0.22,1.58,-0.03,-0.01,-0.02,37.85,242
2026-08-27T00:03:44.907+02:00,30.12,10.19,-0.11,1.62,-0.02,-0.01,-0.02,37.75,360
2026-08-27T00:03:45.907+02:00,30.06,10.14,-0.21,1.59,-0.02,-0.0,-0.02,37.89,485
2026-08-27T00:03:46.907+02:00,30.06,10.18,-0.24,1.57,-0.02,-0.0,-0.02,37.8,178
2026-08-27T00:03:47.907+02:00,30.06,10.2,-0.22,1.61,-0.02,-0.0,-0.02,37.75,516
2026-08-27T00:03:48.911+02:00,30.06,10.26,-0.13,1.59,-0.03,-0.01,-0.02,37.75,263
2026-08-27T00:03:49.907+02:00,30.06,10.21,-0.2,1.56,-0.02,-0.0,-0.02,37.75,298
2026-08-27T00:03:50.907+02:00,30.06,10.26,-0.17,1.57,-0.02,-0.01,-0.02,37.8,434
2026-08-27T00:03:51.907+02:00,30.06,10.2,-0.21,1.53,-0.03,-0.0,-0.02,37.71,223
2026-08-27T00:03:52.911+02:00,30.06,10.26,-0.22,1.5,-0.02,-0.0,-0.02,37.89,539
2026-08-27T00:03:53.907+02:00,30.06,10.2,-0.19,1.59,-0.02,-0.0,-0.02,37.8,328
2026-08-27T00:03:54.907+02:00,30.06,10.22,-0.17,1.64,-0.02,-0.01,-0.02,37.85,225
2026-08-27T00:03:55.908+02:00,30.06,10.2,-0.21,1.63,-0.02,-0.0,-0.02,37.8,100
2026-08-27T00:03:56.907+02:00,30.06,10.18,-0.22,1.66,-0.02,-0.0,-0.02,37.8,308
2026-08-27T00:03:57.907+02:00,30.06,10.22,-0.17,1.58,-0.02,-0.0,-0.02,37.8,220
2026-08-27T00:03:58.907+02:00,30.06,10.18,-0.18,1.6,-0.02,-0.01,-0.02,37.8,589
2026-08-27T00:03:59.908+02:00,30.06,10.16,-0.25,1.65,-0.02,-0.0,-0.01,37.75,154
2026-08-27T00:04:00.907+02:00,30.06,10.19,-0.18,1.71,-0.02,-0.0,-0.02,37.75,132
2026-08-27T00:04:01.907+02:00,30.06,10.17,-0.2,1.58,-0.02,-0.01,-0.02,37.8,322
2026-08-27T00:04:02.907+02:00,30.06,10.2,-0.19,1.65,-0.02,-0.01,-0.02,37.8,207
2026-08-27T00:04:03.908+02:00,30.06,10.17,-0.17,1.63,-0.02,-0.01,-0.02,37.71,180
2026-08-27T00:04:05.914+02:00,30.06,10.2,-0.19,1.62,-0.02,-0.0,-0.02,37.8,142
2026-08-27T00:04:06.907+02:00,30.06,10.22,-0.24,1.56,-0.02,-0.0,-0.02,37.75,712
2026-08-27T00:04:07.907+02:00,30.06,10.24,-0.22,1.6,-0.02,-0.0,-0.02,37.85,181
2026-08-27T00:04:08.908+02:00,30.06,10.19,-0.22,1.59,-0.02,-0.0,-0.02,37.75,326
2026-08-27T00:04:09.908+02:00,30.06,10.21,-0.16,1.61,-0.02,-0.0,-0.02,37.89,313
2026-08-27T00:04:10.907+02:00,30.06,10.22,-0.19,1.59,-0.02,-0.0,-0.02,37.71,371
2026-08-27T00:04:11.907+02:00,30.0,10.21,-0.16,1.66,-0.02,-0.0,-0.02,37.75,3951
