ts,vib_fs,vib_n,ms_capture,ms_total,failed_bursts,bad_frames,retries,total_retries,rms_x,rms_y,rms_z,peak_x,peak_y,peak_z,kurt_x,kurt_y,kurt_z,fdom_x,fdom_y,fdom_z,adom_x,adom_y,adom_z,aud_fs,aud_n,aud_rms,aud_b0,aud_b1,aud_b2,aud_b3
2026-08-25T17:57:27.061+02:00,1000,1024,1024,1053,0,14,2,123,1.3665,0.217,0.3908,2.2641,0.3654,2.2278,1.528,1.475,22.866,49.21,49.2,437.42,1.8701,0.2828,0.1117,16000,1024,702.51,0.8843,0.1065,0.0069,0.0023
2026-08-25T17:57:57.071+02:00,1000,1024,1032,1062,0,16,15,138,1.3635,0.2177,0.1526,2.1008,0.4053,2.2999,1.528,1.48,136.279,49.16,49.17,57.12,1.1192,0.1797,0.0321,16000,1024,462.36,0.903,0.0822,0.01,0.0047
2026-08-25T17:58:27.063+02:00,1000,1024,1024,1053,0,16,0,138,1.3773,0.2168,0.3539,2.0573,0.3593,2.2487,1.537,1.451,24.61,49.21,49.22,437.42,1.9937,0.2998,0.118,16000,1024,411.56,0.7826,0.2018,0.0103,0.0053
2026-08-25T17:58:57.064+02:00,1000,1024,1024,1053,0,16,5,143,1.4003,0.2174,0.1081,2.1302,0.3685,2.0048,1.528,1.463,175.307,49.19,49.18,49.1,1.8926,0.2877,0.0667,16000,1024,1480.33,0.9742,0.0229,0.002,0.0009
2026-08-25T17:59:27.064+02:00,1000,1024,1024,1053,0,16,3,146,1.4191,0.2188,0.1223,2.111,0.3657,2.0105,1.526,1.47,144.837,49.21,49.2,49.12,1.8873,0.2823,0.0596,16000,1024,445.29,0.6212,0.3557,0.0162,0.0069
2026-08-25T17:59:57.065+02:00,1000,1024,1024,1053,0,16,1,147,1.4705,0.2171,0.3718,2.233,0.4168,2.2554,1.521,1.518,23.297,49.25,49.24,437.41,2.089,0.3016,0.0984,16000,1024,1259.76,0.9854,0.0127,0.0013,0.0006
2026-08-25T18:00:27.064+02:00,1000,1024,1024,1053,0,17,1,148,1.4716,0.2194,0.1152,2.2829,0.3869,2.0186,1.523,1.51,184.337,49.27,49.26,49.23,2.0994,0.308,0.0756,16000,1024,1352.63,0.9502,0.0461,0.0021,0.0015
2026-08-25T18:00:57.064+02:00,1000,1024,1024,1053,0,18,2,150,1.4866,0.2179,0.1099,7.1721,0.4063,2.0234,1.984,1.487,170.35,49.24,49.24,49.16,2.1118,0.3068,0.072,16000,1024,826.4,0.8404,0.1456,0.0096,0.0044
2026-08-25T18:01:27.064+02:00,1000,1024,1024,1053,0,18,0,150,1.4774,0.2176,0.0967,2.1918,0.4073,2.0259,1.521,1.511,189.267,49.23,49.23,49.15,2.1339,0.3104,0.0736,16000,1024,455.27,0.7919,0.1964,0.0064,0.0053
2026-08-25T18:01:57.065+02:00,1000,1024,1024,1053,0,18,2,152,1.4829,0.2164,0.3521,2.2545,0.3596,2.2806,1.516,1.503,29.289,49.18,49.16,49.0,2.0632,0.287,0.0908,16000,1024,747.39,0.9185,0.0766,0.0033,0.0016
2026-08-25T18:02:27.066+02:00,1000,1024,1024,1053,0,19,1,153,1.4846,0.2172,0.1286,2.2171,0.3957,2.3348,1.525,1.54,168.79,49.23,49.23,49.25,2.1483,0.3082,0.0713,16000,1024,401.59,0.6222,0.3598,0.0109,0.0071
2026-08-25T18:02:57.065+02:00,1000,1024,1024,1053,0,19,1,154,1.4992,0.2149,0.0727,2.3059,0.3874,0.2186,1.531,1.544,2.588,49.21,49.22,49.25,2.1574,0.3033,0.0739,16000,1024,616.83,0.8691,0.1191,0.0087,0.0031
2026-08-25T18:03:27.067+02:00,1000,1024,1024,1053,0,20,2,156,1.4979,0.2176,0.0741,2.2033,0.3733,0.2153,1.516,1.531,2.649,49.22,49.22,49.23,2.1525,0.3079,0.0774,16000,1024,590.4,0.7799,0.2035,0.0088,0.0078
2026-08-25T18:03:57.067+02:00,1000,1024,1024,1053,0,20,2,158,1.5291,0.215,0.1515,2.2787,0.3899,2.0337,1.528,1.497,113.04,49.2,49.18,49.18,2.147,0.295,0.0869,16000,1024,1368.87,0.9095,0.0839,0.0045,0.0021
2026-08-25T18:04:27.066+02:00,1000,1024,1024,1053,0,20,0,158,1.5554,0.2127,0.1657,2.3444,0.417,2.3366,1.53,1.532,106.117,49.19,49.19,49.22,2.2422,0.3009,0.0869,16000,1024,1171.59,0.937,0.0603,0.0017,0.001
2026-08-25T18:04:57.067+02:00,1000,1024,1024,1053,0,20,8,166,1.5519,0.2104,0.3172,2.3535,0.3725,2.3123,1.545,1.527,37.659,49.11,49.1,48.74,1.9673,0.2575,0.0658,16000,1024,404.41,0.7243,0.2531,0.0188,0.0037
2026-08-25T18:05:27.068+02:00,1000,1024,1024,1053,0,20,5,171,1.5974,0.2116,0.1336,2.4094,0.3839,2.0452,1.534,1.514,135.651,49.24,49.24,49.23,1.954,0.2501,0.0775,16000,1024,899.69,0.9271,0.0646,0.0062,0.0021
2026-08-25T18:05:57.069+02:00,1000,1024,1024,1053,0,21,0,171,1.605,0.21,0.1223,2.4483,0.3935,2.0497,1.532,1.529,154.867,49.16,49.17,49.18,2.3029,0.2963,0.082,16000,1024,544.93,0.9393,0.0549,0.0039,0.0019
2026-08-25T18:06:57.072+02:00,1000,1024,1028,1057,1,21,4,184,1.6271,0.2047,0.2001,2.4902,0.3531,2.3465,1.537,1.518,77.418,49.15,49.14,49.14,2.0932,0.2543,0.1029,16000,1024,336.49,0.6916,0.2789,0.0188,0.0108
2026-08-25T18:07:27.069+02:00,1000,1024,1024,1053,1,21,0,184,1.6296,0.209,0.1391,2.479,0.3707,2.0529,1.535,1.532,139.486,49.13,49.13,49.15,2.3339,0.2911,0.0963,16000,1024,479.98,0.8254,0.1625,0.0068,0.0052
2026-08-25T18:07:57.070+02:00,1000,1024,1024,1053,1,21,1,185,1.6396,0.2038,0.3283,2.451,0.3851,2.3168,1.536,1.547,30.142,49.11,49.12,49.09,2.3263,0.2757,0.107,16000,1024,689.81,0.9091,0.0819,0.0073,0.0017
2026-08-25T18:08:27.069+02:00,1000,1024,1024,1053,1,22,2,187,1.6346,0.2076,0.1256,2.8087,0.4246,2.3663,1.554,1.529,160.504,49.16,49.15,49.21,2.324,0.2865,0.098,16000,1024,588.3,0.8965,0.0987,0.0037,0.0011
2026-08-25T18:09:57.072+02:00,1000,1024,1024,1053,3,23,28,236,1.663,0.2066,0.2506,3.5571,0.3822,2.3491,1.553,1.541,57.363,49.16,49.18,49.49,1.143,0.1348,0.0544,16000,1024,1252.74,0.9521,0.0452,0.0018,0.001
2026-08-25T18:10:27.071+02:00,1000,1024,1024,1053,3,23,5,241,1.6801,0.2089,0.1426,2.4861,0.3722,2.0658,1.533,1.551,129.036,49.23,49.23,49.28,2.1855,0.2649,0.0826,16000,1024,1399.23,0.9411,0.0527,0.0048,0.0013
2026-08-25T18:11:27.078+02:00,1000,1024,1024,1054,4,24,3,251,1.7447,0.2083,0.1651,2.6139,0.419,2.0601,1.534,1.575,85.778,49.18,49.18,49.17,2.3634,0.2723,0.0922,16000,1024,581.23,0.7729,0.2115,0.0103,0.0052
2026-08-25T18:11:57.077+02:00,1000,1024,1024,1053,4,26,10,261,1.7887,0.2089,0.1085,2.6782,0.3915,1.761,1.517,1.563,69.108,49.1,49.09,49.08,1.755,0.2029,0.0868,16000,1024,522.77,0.7122,0.2754,0.0076,0.0047
2026-08-25T18:12:27.077+02:00,1000,1024,1024,1053,4,26,0,261,1.7762,0.2051,0.3432,2.6571,0.3777,2.3262,1.533,1.54,28.944,49.15,49.15,49.12,2.5458,0.2839,0.0991,16000,1024,732.56,0.8157,0.1761,0.0054,0.0028
2026-08-25T18:12:57.081+02:00,1000,1024,1024,1053,4,26,0,261,1.7942,0.2072,0.1131,2.6824,0.4083,2.0719,1.525,1.559,110.952,49.16,49.16,49.15,2.5745,0.2909,0.1055,16000,1024,879.56,0.9074,0.0838,0.0067,0.0021
2026-08-25T18:13:27.084+02:00,1000,1024,1026,1055,4,26,1,262,1.8114,0.2055,0.0934,2.748,0.3774,0.2811,1.527,1.573,2.482,49.08,49.09,49.08,2.5596,0.2842,0.1094,16000,1024,496.36,0.8048,0.1784,0.0135,0.0033
2026-08-25T18:13:57.080+02:00,1000,1024,1024,1053,4,26,1,263,1.7976,0.2042,0.1156,2.6393,0.3756,2.0763,1.522,1.546,102.654,49.16,49.17,49.15,2.5365,0.2819,0.1076,16000,1024,1232.47,0.9669,0.0279,0.0038,0.0013
2026-08-25T18:14:27.079+02:00,1000,1024,1024,1053,4,26,3,266,1.8728,0.2069,0.144,7.5025,0.4086,2.0785,1.765,1.58,87.912,49.19,49.18,49.15,2.6712,0.2862,0.1265,16000,1024,460.24,0.7478,0.24,0.009,0.0032
2026-08-25T18:15:27.081+02:00,1000,1024,1024,1053,5,27,0,277,1.9531,0.2076,0.272,2.8954,0.3803,2.0501,1.516,1.546,38.825,49.23,49.23,49.22,2.8272,0.2928,0.1258,16000,1024,547.46,0.8934,0.0965,0.0083,0.0018
2026-08-25T18:15:57.081+02:00,1000,1024,1024,1053,5,27,2,279,1.9508,0.2083,0.1797,4.73,0.3829,2.0742,1.54,1.572,79.512,49.22,49.22,49.27,2.8215,0.2959,0.1402,16000,1024,1207.66,0.9665,0.0319,0.0013,0.0003
2026-08-25T18:16:27.080+02:00,1000,1024,1024,1053,5,27,1,280,1.9351,0.2043,0.1184,2.8417,0.3753,1.7803,1.52,1.571,51.224,49.22,49.23,49.27,2.7212,0.2778,0.1247,16000,1024,692.72,0.8871,0.1068,0.0043,0.0018
2026-08-25T18:16:57.081+02:00,1000,1024,1024,1053,5,29,0,280,1.9814,0.2032,0.2755,2.9522,0.3932,2.0537,1.516,1.592,38.563,49.2,49.2,49.22,2.8576,0.283,0.1403,16000,1024,600.17,0.7755,0.2139,0.0081,0.0024
2026-08-25T18:17:27.082+02:00,1000,1024,1024,1053,5,29,0,280,1.9933,0.2055,0.1112,2.9424,0.3692,0.2834,1.513,1.569,2.217,49.22,49.2,49.22,2.8882,0.2866,0.1404,16000,1024,1173.75,0.8981,0.0933,0.0069,0.0017
2026-08-25T18:17:57.083+02:00,1000,1024,1024,1053,5,30,1,281,2.0303,0.2054,0.1629,3.0127,0.3978,2.3924,1.515,1.591,98.381,49.19,49.18,49.21,2.9232,0.286,0.1371,16000,1024,683.91,0.8267,0.1595,0.0107,0.0031
2026-08-25T18:18:27.082+02:00,1000,1024,1024,1053,5,31,3,284,2.041,0.2041,0.1858,2.9896,0.4208,2.0802,1.507,1.582,70.375,49.19,49.19,49.17,2.8447,0.2779,0.1314,16000,1024,1121.59,0.9111,0.0833,0.0042,0.0013
2026-08-25T18:18:57.082+02:00,1000,1024,1024,1053,5,31,0,284,2.0782,0.205,0.1363,12.4454,0.3781,1.783,2.799,1.567,58.107,49.14,49.14,49.13,2.9101,0.2862,0.1391,16000,1024,741.25,0.8194,0.1689,0.0077,0.004
2026-08-25T18:19:57.084+02:00,1000,1024,1024,1053,6,31,3,307,2.0754,0.204,0.1395,3.1305,0.4212,1.7859,1.517,1.585,53.38,49.17,49.17,49.18,2.5328,0.2478,0.1209,16000,1024,430.73,0.7789,0.206,0.0127,0.0024
2026-08-25T18:20:27.084+02:00,1000,1024,1024,1053,6,31,0,307,2.0691,0.2027,0.2488,3.2704,0.3726,2.0759,1.51,1.59,48.201,49.16,49.17,49.1,2.9655,0.2839,0.1577,16000,1024,688.05,0.823,0.1682,0.0071,0.0017
2026-08-25T18:20:57.087+02:00,1000,1024,1024,1053,6,31,3,310,2.0478,0.203,0.1303,3.0457,0.4153,2.0998,1.52,1.575,67.025,49.16,49.15,49.17,2.791,0.2663,0.1334,16000,1024,501.81,0.7845,0.1944,0.0167,0.0044
2026-08-25T18:21:27.112+02:00,1000,1024,1050,1080,6,31,24,334,2.0673,0.2003,0.2022,9.2432,0.4108,2.3979,1.891,1.592,73.595,49.18,49.18,48.9,2.1334,0.2035,0.1111,16000,1024,565.85,0.7667,0.2209,0.0093,0.0031
2026-08-25T18:21:57.086+02:00,1000,1024,1024,1053,6,32,0,334,2.0495,0.2017,0.1307,3.038,0.4235,2.095,1.519,1.625,65.661,49.13,49.13,49.14,2.934,0.2784,0.1424,16000,1024,679.63,0.8947,0.0956,0.0063,0.0034
2026-08-25T18:22:27.088+02:00,1000,1024,1024,1053,6,32,1,335,2.0579,0.2024,0.3897,3.0484,0.3801,2.3443,1.519,1.572,23.008,49.01,49.02,49.24,2.7693,0.2538,0.1776,16000,1024,551.82,0.8092,0.1809,0.0078,0.0022
2026-08-25T18:22:57.085+02:00,1000,1024,1024,1053,6,32,10,345,2.0563,0.1995,0.3349,3.0925,0.3996,2.3533,1.52,1.596,30.55,49.04,49.08,49.15,1.9612,0.1836,0.1004,16000,1024,1247.59,0.8328,0.1621,0.0041,0.001
2026-08-25T18:23:27.094+02:00,1000,1024,1030,1060,6,32,27,372,2.1228,0.1992,0.2066,11.2038,0.4196,2.4018,2.241,1.629,70.176,49.14,49.14,48.88,1.4149,0.1276,0.078,16000,1024,740.45,0.7908,0.2025,0.0054,0.0014
2026-08-25T18:23:57.087+02:00,1000,1024,1024,1053,6,34,0,372,2.0865,0.1992,0.1168,3.0744,0.3864,0.3301,1.516,1.596,2.202,48.97,48.98,48.97,2.9361,0.2715,0.1446,16000,1024,819.12,0.8555,0.1348,0.007,0.0027
2026-08-25T18:24:27.084+02:00,1000,1024,1024,1053,6,34,0,372,2.0683,0.1998,0.1985,3.0724,0.4245,2.1044,1.522,1.593,64.779,49.08,49.09,49.08,2.9525,0.2767,0.1374,16000,1024,1973.63,0.0456,0.947,0.0063,0.0011
2026-08-25T18:24:57.087+02:00,1000,1024,1024,1053,6,34,9,381,2.1,0.2023,0.3245,5.1313,0.4209,2.3705,1.545,1.623,31.26,49.09,49.12,49.44,2.3436,0.2106,0.1149,16000,1024,721.81,0.8542,0.1381,0.006,0.0018
2026-08-25T18:25:27.088+02:00,1000,1024,1024,1053,6,34,1,382,2.1431,0.1986,0.2685,3.2378,0.372,2.0879,1.516,1.634,40.37,49.14,49.16,49.01,2.9862,0.2676,0.1333,16000,1024,733.06,0.8478,0.1452,0.0051,0.0019
2026-08-25T18:25:57.087+02:00,1000,1024,1024,1053,6,35,0,382,2.1474,0.1992,0.121,3.1693,0.3909,0.2945,1.516,1.607,1.988,49.11,49.1,49.1,3.0799,0.2739,0.1514,16000,1024,1366.24,0.9221,0.0706,0.0059,0.0014
2026-08-25T18:26:27.088+02:00,1000,1024,1024,1053,6,35,0,382,2.1487,0.1984,0.1215,3.2005,0.3767,0.292,1.514,1.594,2.004,49.03,49.02,49.05,3.0349,0.2706,0.1501,16000,1024,662.63,0.857,0.1346,0.0067,0.0017
2026-08-25T18:26:57.088+02:00,1000,1024,1024,1053,6,35,0,382,2.1535,0.1947,0.1963,3.2823,0.3757,2.4114,1.521,1.619,80.673,49.1,49.11,49.16,3.0844,0.271,0.1478,16000,1024,537.79,0.7077,0.2779,0.0103,0.004
2026-08-25T18:27:27.090+02:00,1000,1024,1024,1053,6,35,0,382,2.1696,0.1968,0.1386,3.2338,0.372,2.1134,1.515,1.616,54.015,49.12,49.13,49.09,3.098,0.2729,0.1574,16000,1024,632.39,0.781,0.2077,0.0092,0.0021
2026-08-25T18:27:57.091+02:00,1000,1024,1024,1053,6,35,2,384,2.1889,0.1975,0.1412,3.2393,0.4223,2.1135,1.513,1.638,50.226,49.09,49.1,49.09,3.0,0.2644,0.1549,16000,1024,560.11,0.7891,0.201,0.0084,0.0015
2026-08-25T18:28:27.091+02:00,1000,1024,1024,1053,6,35,0,384,2.201,0.1964,0.1273,3.2739,0.3694,0.3433,1.514,1.641,1.976,49.13,49.13,49.11,3.159,0.2703,0.1663,16000,1024,1138.51,0.9281,0.0659,0.0041,0.0018
2026-08-25T18:28:57.091+02:00,1000,1024,1024,1053,6,35,0,384,0.0338,0.0306,0.045,0.1228,0.1032,0.1681,2.942,2.748,2.9,33.95,75.29,39.34,0.0076,0.0075,0.0105,16000,1024,562.45,0.9763,0.0136,0.0093,0.0008
2026-08-25T18:29:27.096+02:00,1000,1024,1029,1059,6,35,1,385,0.0348,0.0311,0.0801,0.1069,0.1888,2.1112,2.841,3.995,471.564,1.94,17.87,88.2,0.0106,0.0073,0.0172,16000,1024,336.9,0.9455,0.0449,0.0081,0.0015
2026-08-25T18:29:57.092+02:00,1000,1024,1024,1053,6,35,1,386,0.0329,0.029,0.0799,0.1123,0.1896,2.1122,3.252,4.441,478.173,86.95,101.49,67.58,0.0086,0.0064,0.0147,16000,1024,907.79,0.971,0.0173,0.011,0.0008
2026-08-25T18:30:27.091+02:00,1000,1024,1024,1053,6,35,2,388,0.034,0.0308,0.0524,0.1099,0.0946,0.5785,2.943,2.703,30.757,133.72,85.92,47.46,0.0076,0.008,0.0123,16000,1024,399.21,0.9724,0.0219,0.0044,0.0013
2026-08-25T18:30:57.091+02:00,1000,1024,1024,1053,6,36,0,388,0.0337,0.0291,0.0987,0.1263,0.1893,2.1117,3.079,4.383,313.563,189.41,50.91,10.73,0.0069,0.0072,0.0213,16000,1024,240.88,0.9606,0.03,0.0079,0.0015
2026-08-25T18:31:27.093+02:00,1000,1024,1024,1053,6,36,0,388,0.0336,0.0305,0.0794,0.1252,0.1893,2.1107,3.124,4.329,488.976,55.77,40.78,18.28,0.0068,0.0083,0.012,16000,1024,387.27,0.9438,0.0422,0.0123,0.0018
2026-08-25T18:31:57.092+02:00,1000,1024,1024,1053,6,37,0,388,0.034,0.0322,0.159,0.1175,0.193,2.0938,3.001,4.313,122.764,3.78,67.01,234.55,0.0078,0.0076,0.0272,16000,1024,288.29,0.9835,0.0137,0.0022,0.0006
2026-08-25T18:32:27.092+02:00,1000,1024,1024,1053,6,37,3,391,0.0331,0.0293,0.044,0.1222,0.0984,0.1499,2.93,3.148,3.008,122.78,95.37,29.37,0.0073,0.0064,0.0098,16000,1024,213.22,0.9279,0.0529,0.0174,0.0018
2026-08-25T18:32:57.093+02:00,1000,1024,1024,1053,6,37,0,391,0.0342,0.0306,0.1184,0.128,0.1893,2.0971,3.23,5.464,243.518,104.67,73.29,38.42,0.0083,0.0076,0.0244,16000,1024,402.12,0.9814,0.0114,0.0065,0.0006
2026-08-25T18:33:27.093+02:00,1000,1024,1024,1053,6,39,28,419,0.3342,0.034,0.2363,10.6339,0.1877,2.0761,1001.493,9.71,67.574,84.03,50.93,153.07,0.0281,0.0091,0.0428,16000,1024,2307.13,0.9824,0.0132,0.0035,0.0009
2026-08-25T18:33:57.093+02:00,1000,1024,1024,1053,6,40,1,420,0.0334,0.0301,0.0803,0.1006,0.1069,2.0971,2.893,2.996,455.58,97.08,41.07,104.67,0.0073,0.0073,0.0107,16000,1024,426.72,0.9922,0.0056,0.0018,0.0004
2026-08-25T18:34:27.095+02:00,1000,1024,1024,1053,6,40,0,420,0.0333,0.0301,0.0725,0.1198,0.1925,1.7901,3.02,4.327,364.182,86.48,93.08,140.62,0.0075,0.0063,0.0167,16000,1024,396.91,0.9907,0.0055,0.003,0.0007
2026-08-25T18:34:57.094+02:00,1000,1024,1024,1053,6,40,1,421,0.0352,0.0308,0.1186,0.1112,0.194,2.0916,2.917,5.498,239.006,130.63,60.68,131.79,0.0079,0.0066,0.0142,16000,1024,713.59,0.9775,0.0211,0.0012,0.0002
2026-08-25T18:35:27.094+02:00,1000,1024,1024,1053,6,40,0,421,0.0331,0.0314,0.1212,0.1221,0.1935,2.0832,3.113,6.546,255.583,233.1,25.07,215.76,0.007,0.0078,0.0244,16000,1024,474.15,0.9931,0.0044,0.0022,0.0003
2026-08-25T18:35:57.095+02:00,1000,1024,1024,1053,6,41,2,423,0.0356,0.0312,0.104,0.1077,0.1938,2.0743,2.748,5.519,309.756,23.19,111.95,179.81,0.0095,0.0077,0.0147,16000,1024,294.23,0.9748,0.0205,0.0039,0.0008
2026-08-25T18:36:27.096+02:00,1000,1024,1024,1053,6,41,2,425,0.0335,0.0297,0.0447,0.1096,0.0945,0.1702,2.906,2.844,3.421,35.88,71.14,46.51,0.0083,0.0074,0.0103,16000,1024,944.77,0.995,0.0036,0.0011,0.0003
2026-08-25T18:36:57.096+02:00,1000,1024,1024,1053,6,43,2,427,0.0334,0.0314,0.0792,0.1384,0.196,2.0748,3.08,4.012,460.201,42.68,108.04,244.72,0.0077,0.0078,0.0122,16000,1024,230.15,0.9675,0.0205,0.0106,0.0014
2026-08-25T18:37:27.096+02:00,1000,1024,1024,1053,6,44,5,432,0.0326,0.0335,0.1393,0.1143,0.1955,2.0614,3.041,7.073,167.51,49.19,138.6,53.82,0.0072,0.0074,0.0245,16000,1024,287.64,0.979,0.0171,0.0029,0.0011
2026-08-25T18:37:57.098+02:00,1000,1024,1024,1053,6,44,4,436,0.0329,0.0481,0.4213,0.1253,0.1893,2.2915,3.189,9.801,20.602,11.33,25.41,329.31,0.0088,0.0097,0.0703,16000,1024,512.44,0.9833,0.0115,0.0047,0.0004
2026-08-25T18:38:27.097+02:00,1000,1024,1024,1053,6,44,3,439,0.0338,0.029,0.0786,0.1264,0.1107,2.0728,3.233,3.223,471.836,100.65,152.1,195.29,0.0071,0.0062,0.0161,16000,1024,205.78,0.9306,0.0524,0.0135,0.0034
2026-08-25T18:38:57.097+02:00,1000,1024,1024,1053,6,44,1,440,0.0338,0.0318,0.072,0.1117,0.1972,1.7627,2.906,4.039,350.645,147.37,50.74,33.68,0.0087,0.0064,0.0132,16000,1024,379.34,0.9768,0.0139,0.0082,0.001
2026-08-25T18:39:27.097+02:00,1000,1024,1024,1053,6,44,0,440,0.0339,0.0299,0.2104,0.1197,0.1016,2.0464,2.838,2.845,71.78,32.09,88.19,294.73,0.0078,0.007,0.033,16000,1024,212.09,0.9357,0.0489,0.0128,0.0027
2026-08-25T18:39:57.115+02:00,1000,1024,1041,1071,6,46,29,469,0.4713,0.0348,0.2271,10.6274,0.196,2.0402,504.859,11.15,67.599,37.68,42.48,376.58,0.045,0.0093,0.0476,16000,1024,746.96,0.997,0.0022,0.0006,0.0002
2026-08-25T18:40:27.098+02:00,1000,1024,1024,1053,6,46,2,471,0.0334,0.0317,0.1317,0.1309,0.1994,2.0595,3.0,8.229,205.724,5.02,84.2,45.84,0.0071,0.0075,0.0143,16000,1024,425.58,0.9557,0.0299,0.0131,0.0014
